sentiment,airline,negative_reason,text
0,united,Flight Booking Problems,frustrating frequent flyer loyal continental upgrade equals paying times purchase ticket
0,united,Customer Service Issue,worse figure pack plane screws connectns claims hotl rooms fran stranded
0,united,Late Flight,passengers hour delayed flight left hotel night airport
0,united,Late Flight,flight leave late flight early earlier
0,united,Lost Luggage,lost process broken agent promised call hold waking delivery
0,united,Cancelled Flight,people counter helpful flight austin sitting
0,united,Customer Service Issue,regret hear assistance finally secure seat
0,united,Late Flight,good will open closed doors premier passengers safety briefings delayed flights
0,united,Late Flight,phoenix delays people bullshit
0,united,Late Flight,consolation staff stellar hour delays encountered flights
4,united,,flight ua3576 gate flight didn wait
0,united,Damaged Luggage,unfortunate xmas gift razor ripped front pocket picture
4,united,,
0,united,Cancelled Flight,lost bags cancelled flightled flights delhi call centers poor united staff spread thin stressed
0,united,Lost Luggage,doesn mistake absurd doesn change fact inconveniently missing luggage tonight
0,united,Can't Tell,constantly challenges upgrades charges order prevent addtl
0,united,Flight Attendant Complaints,waited crew members left gate items flight attendant sarcastically good luck walked
4,united,,
4,united,,favorite airline
0,united,Can't Tell,seriously making strangers share room
0,united,Lost Luggage,needed asap will today flight
0,united,Customer Service Issue,agent split reservation cancelled flight refund credit 2wks
0,united,Flight Attendant Complaints,share room
0,united,Customer Service Issue,calling wait options
0,united,Late Flight,guys flight 1146 wait delayed flight diego pretty
0,united,Customer Service Issue,waiting find working hard upset wait tomorrow mammoth
0,united,Cancelled Flight,early call appropriate reviewed nada avail expect full refund
0,united,Customer Service Issue,call fixed tweeting questions stall things worse phone number
0,united,Late Flight,stuck tarmac hours going ride help
0,united,Customer Service Issue,highly unprofessional overbook flight seats feel rearrange schedule mismanagement
0,united,Flight Attendant Complaints,well considering agent claimed unable help waste time hear call corp
4,united,,wait book ticket life sabe
0,united,Cancelled Flight,totally understand large number facing hours time overnight cancelled flightations
0,united,Cancelled Flight,1249 cancelled flightled email happened courtesy call book diff airline city
0,united,Lost Luggage,numbers 0016 964012 0016 964077 0016 964078 find bags
0,united,Customer Service Issue,better train support staff appropriate decorum consider revisiting terrible provide death certificate policy
0,united,Can't Tell,well guys good apology game will change will guys learn
4,united,,guys continue impress houston
0,united,Customer Service Issue,making phones calls handle twitter email
0,united,Can't Tell,website deserves design
0,united,Lost Luggage,effing holidays missing full skiing baggage team incompetence
0,united,Customer Service Issue,agent helps person front finishes walks shocked
0,united,Lost Luggage,connection exact plane checked carryon left chicago pretty ridiculous
0,united,Lost Luggage,encouraged cpap tonight
0,united,Lost Luggage,file claim carousel stopped email sched delivery
0,united,Late Flight,delay dencle manually enter baggage tags worst cust service 1ker
0,united,Flight Attendant Complaints,flight delayed time spare delayed
0,united,Lost Luggage,lusaka zambia guess bags plane
0,united,Late Flight,late flight denver late flight newark disaster checking bags unacceptable
0,united,Can't Tell,flown problems worst airline period
0,united,Lost Luggage,filed claim hope receive luggage ridiculous purchase items sleep reimbursement
0,united,Bad Flight,ua938 ordlhr bags loaded 30min late flight frigid cabin plane feels falling apart upgrade long haul fleet
0,united,Flight Attendant Complaints,flight attendant served beverage checked
0,united,Can't Tell,load balancing system major impact airlines flights
0,united,Late Flight,unscheduled refueling missing connecting flights 4ward sandwich
0,united,Can't Tell,spent hundreds rectify situation guys quiet
0,united,Late Flight,ua276 sitting hour sked pilot computers clue will leave help
0,united,Can't Tell,ends traveled literally extra half
4,united,,upgrade list will tomorrow time
4,united,,refunded vacation free room night making sleep
4,united,,reminder ride
0,united,Damaged Luggage,received luggage looked left snow arrived people refunded
0,united,Bad Flight,updated a320 aircraft wifi device entertainment outlets charge devices
0,united,Customer Service Issue,scan inside plane asked people plane going
0,united,Late Flight,gate changes delays crew thinks airline sucks
0,united,Cancelled Flight,frustrated wasted days equipment failures
0,united,Customer Service Issue,computers stopped updates flight info ridiculous people updated
0,united,Customer Service Issue,soooo days offered response assume poor treatment gate agents norm
4,united,,terrific forward tomorrow great flight vancouver
0,united,Customer Service Issue,calls 2hrs hold time 2day wait check suspect code share fare investigatedâ time wasted
0,united,Customer Service Issue,weeks cust care respond case requesting refund wifi working update
4,united,,appreciate efforts
0,united,Flight Booking Problems,correctâ spent hours book online receive error clicking final purchase button
0,united,Late Flight,today finest prevented gate agent advising passengers
0,united,Late Flight,real deal delay flight 1032 denver vegas
0,united,Flight Attendant Complaints,ua63 madrid arrived agent mass confusion employees maryjo rude unhelpful
0,united,Bad Flight,system failure trend software projects flying airplane thing emergency takeoff
0,united,Late Flight,lots reports system failures delaying flights week currently sitting tarmac hour
4,united,,despite shaky connections tonight great touch
0,united,Customer Service Issue,completely controlâ price displayed
0,united,Lost Luggage,file claim clothing purchased
0,united,Can't Tell,comically return flight united flights boarding adjacent gates clear plane board
0,united,Lost Luggage,grk13575m file reference
0,united,Customer Service Issue,contact discuss poor experiences customer service shot
0,united,Bad Flight,pacific night constantly randomly spot repeatably
0,united,Can't Tell,1230 file report
0,united,Customer Service Issue,send email experience send generic response reason
0,united,Flight Booking Problems,ticket 0162424965446 refund unnecessary upgrade
0,united,Bad Flight,horrible lost carseat expect loner carseat safety regulations illegal seat
4,united,,
0,united,Flight Booking Problems,care link wrong price siteâ site responsibility ensure correctness
0,united,Cancelled Flight,24th telling 25th night compensation
0,united,Can't Tell,baggage waived premier members point membership
0,united,Lost Luggage,wonderful claim people finally catch earlier flight original flight landed
0,united,Can't Tell,dmed
4,united,,touch
4,united,,karen salisbury amazing customer service daughter lost ua1516
0,united,Lost Luggage,days late flightr left united helping tells story
4,united,,left comment customer care contacting
0,united,Lost Luggage,lose gate checked direct flight
0,united,Lost Luggage,caught earlier flight gate checked lost hare original flight lands 20minutes
4,united,,spoke reservations team reinstated flight
4,united,,captain behalf front office board heard laughed hard
0,united,Lost Luggage,follow missing
4,united,,great fares
0,united,Customer Service Issue,left item plane calling answering help
4,united,,awesome book christmas vacatinn december ways devalue mileage
0,united,Lost Luggage,good number call speak people luggage saturday
